Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
1,Gurgaon,77.0726806,28.459424,Fast Food,500,Indian Rupees(Rs.),No,Yes,2,4,647
1,New Delhi,77.0909272,28.590995,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,2.9,5
1,Gurgaon,77.041071,28.415066,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,2,3.9,101
1,New Delhi,77.0390888,28.6213725,Fast Food,100,Indian Rupees(Rs.),No,No,1,3,4
216,Boise,-116.2031,43.614,"European, Spanish",10,Dollar($),No,No,1,4.3,303
1,New Delhi,77.2263697,28.5867198,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,1,3.3,25
1,New Delhi,77.23797072,28.57481074,Modern Indian,1700,Indian Rupees(Rs.),Yes,Yes,3,4.1,242
1,New Delhi,77.2384497,28.5374478,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,1,0,1
1,Pune,73.75108123,18.63621513,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),Yes,Yes,3,4.2,487
1,Ghaziabad,77.3704,28.63392778,Ice Cream,300,Indian Rupees(Rs.),No,Yes,1,3.3,27
215,London,-0.076580556,51.52453611,"Indian, Cafe, Curry",55,Pounds(?œ),No,No,3,4.5,305
1,Mysore,76.63058333,12.32319444,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,3.5,160
1,New Delhi,77.1690325,28.5875051,Mughlai,450,Indian Rupees(Rs.),No,No,1,2.9,20
1,New Delhi,77.2634745,28.52588599,"North Indian, Fast Food, Mughlai",450,Indian Rupees(Rs.),No,No,1,3,10
1,New Delhi,77.125077,28.7186064,"Continental, Italian",1000,Indian Rupees(Rs.),No,Yes,3,3.3,140
1,New Delhi,77.2866228,28.6366215,Cafe,450,Indian Rupees(Rs.),No,No,1,2.8,14
216,Waterloo,-92.4453,42.5366,"American, Italian, Seafood",40,Dollar($),No,No,3,3.6,89
1,Gurgaon,77.0948924,28.4603029,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,3,2.8,261
1,New Delhi,77.1354417,28.6268623,"Continental, European, North Indian",1100,Indian Rupees(Rs.),Yes,No,3,3.1,15
1,New Delhi,77.15557222,28.54234722,Cafe,700,Indian Rupees(Rs.),No,No,2,3.9,109
1,Noida,77.3429861,28.6032453,"Bakery, Desserts",500,Indian Rupees(Rs.),No,Yes,2,2.5,7
1,New Delhi,77.2517856,28.5514005,Desserts,500,Indian Rupees(Rs.),No,No,2,3.1,9
1,New Delhi,0,0,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.36013662,28.56132431,North Indian,400,Indian Rupees(Rs.),No,Yes,1,3.6,38
1,New Delhi,77.2334786,28.5499293,Desserts,300,Indian Rupees(Rs.),No,Yes,1,3.5,27
1,Gurgaon,77.100181,28.4287959,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,0,1
1,New Delhi,77.2071483,28.6809045,Fast Food,300,Indian Rupees(Rs.),No,No,1,3.3,86
30,S¡œo Paulo,-46.65866667,-23.55616667,Indian,70,Brazilian Real(R$),No,No,3,3.1,5
1,Kochi,76.29313611,9.991702778,"Cafe, Continental, Italian",800,Indian Rupees(Rs.),No,No,2,4,160
1,New Delhi,77.1453257,28.7146757,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,2,2.8,20
1,New Delhi,77.1499094,28.6937161,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,1,3.6,69
1,New Delhi,77.1400711,28.6570788,Mithai,100,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1247414,28.5467116,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,2.9,6
1,Vadodara,73.165012,22.311603,"North Indian, Thai, Italian, Chinese, Mexican",800,Indian Rupees(Rs.),No,No,3,3.5,96
214,Abu Dhabi,54.37422059,24.49089202,"Indian, North Indian, Chinese",100,Emirati Diram(AED),No,Yes,3,4,525
1,New Delhi,77.2039324,28.5503273,"Bakery, Desserts",800,Indian Rupees(Rs.),No,No,2,3.2,8
1,New Delhi,77.1184642,28.7401249,"Fast Food, North Indian, Chinese, South Indian, Ice Cream",450,Indian Rupees(Rs.),No,Yes,1,2.7,114
1,Noida,0,0,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.164368,28.557223,Cafe,600,Indian Rupees(Rs.),No,No,2,3.6,80
1,New Delhi,77.0901845,28.6180324,"Fast Food, Burger",300,Indian Rupees(Rs.),No,No,1,3.6,164
1,New Delhi,0,0,"Cafe, North Eastern",600,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.2282559,28.701847,"North Indian, Chinese, Tibetan",550,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.2467645,28.5814249,Afghani,300,Indian Rupees(Rs.),No,No,1,0,0
1,Mysore,76.65926389,12.31097222,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),No,No,3,3.7,132
1,Faridabad,77.2997286,28.462227,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,2,0,3
1,New Delhi,77.22320214,28.62801416,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,3.8,271
1,New Delhi,77.2044519,28.6939297,"Cafe, North Indian, Continental, Chinese",700,Indian Rupees(Rs.),No,Yes,2,3.5,359
1,New Delhi,77.21034631,28.53449044,"Burger, American, Fast Food",850,Indian Rupees(Rs.),No,Yes,2,3.9,50
1,New Delhi,77.2159503,28.5487987,Tea,500,Indian Rupees(Rs.),No,No,2,3.4,18
1,New Delhi,77.1894036,28.7015792,Mughlai,300,Indian Rupees(Rs.),No,No,1,3.5,32
1,Noida,77.3425046,28.5509007,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.225247,28.6171268,North Indian,100,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1047423,28.6689519,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,Yes,1,3.1,15
1,Indore,75.8875215,22.7612256,"Bakery, Cafe, Fast Food",400,Indian Rupees(Rs.),No,No,2,4.3,87
1,Ludhiana,75.80489259,30.88722034,"North Indian, Chinese",1400,Indian Rupees(Rs.),No,No,3,4.1,191
1,Gurgaon,77.0974101,28.4545373,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,2,3.5,27
1,New Delhi,77.2350504,28.5502088,"North Indian, Continental, Fast Food",850,Indian Rupees(Rs.),No,Yes,2,3.4,199
1,New Delhi,76.9909045,28.6123474,North Indian,100,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.38739625,28.53409103,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,2,2.4,51
1,New Delhi,77.191827,28.65317426,Chinese,350,Indian Rupees(Rs.),No,No,1,3.5,109
1,New Delhi,77.2910228,28.6343075,North Indian,250,Indian Rupees(Rs.),No,No,1,3.4,32
1,New Delhi,77.0745243,28.6391275,"North Indian, Chinese",1100,Indian Rupees(Rs.),Yes,No,3,3.2,31
216,Gainesville,-83.7334,34.7021,"Burger, German, Sandwich",25,Dollar($),No,No,2,2.2,108
1,New Delhi,77.1321064,28.6497956,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,1,2.7,23
1,New Delhi,77.0998706,28.6351319,North Indian,200,Indian Rupees(Rs.),No,No,1,3,6
184,Singapore,103.8430222,1.27944363,French,315,Dollar($),No,No,4,3.9,33
1,New Delhi,77.2125368,28.5612917,Fast Food,150,Indian Rupees(Rs.),No,No,1,3.3,39
1,Gurgaon,77.0569404,28.4490081,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,3.2,39
1,New Delhi,77.2274475,28.6007136,"European, American",2100,Indian Rupees(Rs.),Yes,Yes,4,4.2,578
1,Gurgaon,77.0463325,28.4393846,Afghani,500,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.2066529,28.5733237,"Chinese, Tibetan",400,Indian Rupees(Rs.),No,No,1,3.5,30
1,Faridabad,77.3116575,28.480381,"Bakery, Desserts",150,Indian Rupees(Rs.),No,No,1,3.1,19
1,New Delhi,77.2198128,28.6301834,"North Indian, Continental, Finger Food",1200,Indian Rupees(Rs.),Yes,No,3,3.9,1020
216,Sioux City,-96.3755,42.4876,American,10,Dollar($),No,No,1,3.7,122
1,Faridabad,77.3074031,28.4693655,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,3.6,98
1,New Delhi,77.150756,28.6934012,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,3,2.7,261
1,New Delhi,77.15590451,28.54268656,"Beverages, Desserts",350,Indian Rupees(Rs.),No,Yes,1,3.9,98
1,New Delhi,77.2305013,28.5732209,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,3.6,84
1,Amritsar,0,0,Mithai,100,Indian Rupees(Rs.),No,No,1,4.1,104
1,New Delhi,77.2847055,28.6213699,"Healthy Food, Beverages",250,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2316689,28.6573856,North Indian,400,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.0430886,28.4118349,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,1,3.2,21
1,New Delhi,77.2174933,28.5684463,"Cafe, Italian",800,Indian Rupees(Rs.),No,Yes,2,4.1,149
214,Sharjah,55.45834266,25.3084123,"Cafe, Bakery, Desserts",150,Emirati Diram(AED),No,No,4,4.5,143
1,Noida,77.3712923,28.5164659,South Indian,200,Indian Rupees(Rs.),No,No,1,0,3
1,Noida,77.35858697,28.56337153,"North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,2,2.4,5
1,Gurgaon,77.0403449,28.4157403,North Indian,400,Indian Rupees(Rs.),No,No,1,2.9,41
1,Aurangabad,75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),No,No,3,3.6,73
1,New Delhi,77.1205618,28.6382052,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,2,3.2,41
215,Manchester,-2.254833333,53.4765,Indian,30,Pounds(?œ),No,No,2,4.2,383
1,New Delhi,77.2198128,28.6290186,Cafe,450,Indian Rupees(Rs.),No,No,1,3.1,34
216,Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,3,4.2,647
1,New Delhi,77.3179939,28.6806874,Pizza,400,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.0757094,28.4592449,"American, Continental, North Indian, Chinese",2200,Indian Rupees(Rs.),Yes,No,4,3.7,176
1,Noida,0,0,"Fast Food, Beverages",100,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.21923247,28.52843667,Cafe,650,Indian Rupees(Rs.),No,No,2,3.6,99
1,New Delhi,77.134618,28.6253211,North Indian,300,Indian Rupees(Rs.),No,No,1,0,3
1,Gurgaon,77.0871573,28.4625905,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,2,4.1,103
1,New Delhi,77.26893816,28.56253759,"Italian, Tex-Mex, Continental, North Indian",2400,Indian Rupees(Rs.),Yes,Yes,4,3.9,886
1,Noida,77.3367172,28.5538698,Chinese,250,Indian Rupees(Rs.),No,No,1,0,0
216,Davenport,-90.6136,41.5944,American,25,Dollar($),No,No,2,4.1,100
1,New Delhi,77.1229435,28.5455533,"North Indian, Mughlai, Chinese, Continental, Fast Food",900,Indian Rupees(Rs.),Yes,No,2,2.8,10
1,New Delhi,77.2039156,28.5608042,Bakery,300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1065198,28.6421902,"Italian, Continental, Fast Food, North Indian",1000,Indian Rupees(Rs.),Yes,No,3,0,3
1,New Delhi,77.25065019,28.55561316,"North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,1,3.2,16
148,Auckland,174.635633,-36.859341,Cafe,45,NewZealand($),No,No,3,4.5,213
1,New Delhi,77.0936598,28.6341679,"Italian, Chinese, Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,1,3.7,32
1,New Delhi,77.1852251,28.6415127,"North Indian, Biryani",300,Indian Rupees(Rs.),No,No,1,2.9,66
14,Lakes Entrance,147.9942247,-37.8783865,"Breakfast, Coffee and Tea",7,Dollar($),No,No,1,3.8,97
1,Noida,77.3374886,28.5546617,Fast Food,200,Indian Rupees(Rs.),No,Yes,1,2.7,6
1,New Delhi,77.2163995,28.7140298,North Indian,100,Indian Rupees(Rs.),No,No,1,0,0
1,Faridabad,77.3189708,28.4120254,Fast Food,500,Indian Rupees(Rs.),No,No,2,0,0
1,Gurgaon,77.0692631,28.477294,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,2.4,35
1,New Delhi,77.2269535,28.6476635,Desserts,100,Indian Rupees(Rs.),No,No,1,3.4,18
1,New Delhi,77.1343223,28.7155806,Beverages,250,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.037902,28.5125468,"Continental, Chinese, North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,1,3.1,17
216,Tampa Bay,-82.46887,27.941942,Breakfast,40,Dollar($),No,No,3,3.9,665
1,Mangalore,74.85209855,12.87334761,"Continental, American",1000,Indian Rupees(Rs.),No,No,3,3.7,104
1,Ranchi,85.33573889,23.37487778,"Cafe, Fast Food, North Indian",1000,Indian Rupees(Rs.),No,No,3,3.6,95
1,Gurgaon,77.1047562,28.4324764,"Continental, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,3,3.4,106
1,Noida,77.322687,28.570159,"Pizza, North Indian",200,Indian Rupees(Rs.),No,Yes,1,3.5,47
1,New Delhi,77.1963486,28.6772166,"Beverages, Desserts",300,Indian Rupees(Rs.),No,No,1,3.8,36
1,Patna,85.14649167,25.6172,Fast Food,500,Indian Rupees(Rs.),No,No,2,3.3,49
1,Noida,77.3799187,28.6072612,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.14861963,28.65784633,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,2,3.4,143
1,Gurgaon,77.093094,28.476268,North Indian,1000,Indian Rupees(Rs.),Yes,Yes,3,3.6,29
1,New Delhi,77.226937,28.5821,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,1,3.6,58
1,Faridabad,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,Indian Rupees(Rs.),No,No,2,3.1,11
1,New Delhi,77.1619523,28.7036481,Chinese,300,Indian Rupees(Rs.),No,No,1,0,2
1,Ahmedabad,72.55998429,23.02874796,"Ice Cream, Desserts",350,Indian Rupees(Rs.),No,No,2,4.6,166
1,New Delhi,77.3095488,28.6339747,"North Indian, Chinese, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,3,2.4,124
1,New Delhi,77.2269577,28.5999548,"Italian, French, European, Cafe",1700,Indian Rupees(Rs.),Yes,No,3,3.7,774
1,New Delhi,77.2740471,28.65758714,North Indian,500,Indian Rupees(Rs.),No,No,2,3.5,31
1,New Delhi,77.208163,28.5509312,Naga,1300,Indian Rupees(Rs.),Yes,Yes,3,3.8,145
1,Ranchi,85.32696667,23.35378333,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,3,3.6,119
1,New Delhi,77.234992,28.5505215,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,2.5,115
1,New Delhi,77.2990042,28.6336787,North Indian,500,Indian Rupees(Rs.),No,No,2,0,3
1,Gurgaon,77.0939033,28.4902409,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,2,2.9,7
1,Gurgaon,77.08856095,28.49427139,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),Yes,Yes,2,4,199
1,New Delhi,77.1148525,28.6981332,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,1,3.1,20
1,New Delhi,77.21942861,28.52857541,Pizza,600,Indian Rupees(Rs.),No,Yes,2,3.4,271
216,Sioux City,-96.4204,42.5106,Pizza,40,Dollar($),No,No,3,4,280
1,Ranchi,85.39046389,23.39925,"North Indian, South Indian, Chinese",1500,Indian Rupees(Rs.),No,No,3,3.5,67
1,New Delhi,0,0,"Bakery, Desserts",720,Indian Rupees(Rs.),No,No,2,3.6,38
1,New Delhi,77.2050973,28.6979839,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1004284,28.6407465,North Indian,550,Indian Rupees(Rs.),No,No,2,3,7
1,New Delhi,0,0,"Bakery, Desserts, Healthy Food",300,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.1735895,28.5974082,"Ice Cream, Desserts",1200,Indian Rupees(Rs.),No,No,3,3.8,20
1,Noida,77.335798,28.5976276,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,1,2.6,70
1,New Delhi,77.29011454,28.67656666,"North Indian, Chinese, South Indian, Bakery",600,Indian Rupees(Rs.),No,No,2,2.9,6
1,New Delhi,77.1671335,28.5724166,Biryani,600,Indian Rupees(Rs.),No,Yes,2,0,0
1,New Delhi,77.2754966,28.6306728,Mithai,150,Indian Rupees(Rs.),No,No,1,3,11
1,Noida,77.361896,28.5704704,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,2.3,12
1,Gurgaon,0,0,North Indian,200,Indian Rupees(Rs.),No,No,1,3.2,11
1,Noida,77.3262953,28.5678712,Cafe,450,Indian Rupees(Rs.),No,No,1,2.7,18
1,New Delhi,77.3022817,28.6576462,North Indian,950,Indian Rupees(Rs.),Yes,Yes,2,3.3,102
1,New Delhi,77.317158,28.6598763,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,3.8,62
1,Noida,77.36543566,28.5391348,"Cafe, Italian, Chinese",400,Indian Rupees(Rs.),No,No,1,3.2,33
1,Bangalore,77.64048882,12.98041024,"European, Continental",1300,Indian Rupees(Rs.),Yes,No,3,3.9,1354
216,Cochrane,-114.472474,51.183934,"Asian, Japanese",25,Dollar($),No,No,2,3.1,6
1,New Delhi,77.2964127,28.5921814,"North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),Yes,Yes,2,3.1,77
1,New Delhi,77.2450505,28.5828513,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,3.3,78
1,New Delhi,77.1422037,28.6576022,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.332751,28.569734,"North Indian, Mughlai",300,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.0197876,28.4875817,North Indian,350,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.2431646,28.6463865,Cafe,1000,Indian Rupees(Rs.),No,No,3,0,0
1,New Delhi,77.08171561,28.69252378,Biryani,250,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.5085078,28.4647244,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,0,1
30,S¡œo Paulo,-46.746958,-23.609207,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,4,4.1,11
1,New Delhi,77.192099,28.6989717,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,3.2,10
215,Birmingham,-1.943852,52.460962,British,30,Pounds(?œ),No,No,2,4.2,55
1,Gurgaon,77.0853157,28.4543176,North Indian,150,Indian Rupees(Rs.),No,No,1,3.5,26
1,New Delhi,77.1683478,28.5882542,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,1,3.5,27
1,New Delhi,77.3065483,28.6594782,Street Food,250,Indian Rupees(Rs.),No,No,1,3.7,103
1,Faridabad,77.3139102,28.3868454,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,1,2.8,12
1,Noida,77.3536634,28.5742189,South Indian,450,Indian Rupees(Rs.),No,No,1,2.8,6
1,Allahabad,0,0,"Italian, Pizza",700,Indian Rupees(Rs.),No,No,3,3.4,35
1,New Delhi,77.2947783,28.6393251,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",500,Indian Rupees(Rs.),No,No,2,3.4,81
1,Gurgaon,77.0394902,28.4234142,"North Indian, Biryani",600,Indian Rupees(Rs.),No,Yes,2,2.3,32
1,New Delhi,77.1241121,28.543156,Fast Food,450,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.0687123,28.6342343,"Bakery, Fast Food, Pizza",200,Indian Rupees(Rs.),No,No,1,3.1,8
1,New Delhi,77.2098081,28.5609683,Chinese,600,Indian Rupees(Rs.),No,No,2,2.7,5
1,New Delhi,77.25578561,28.54201092,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,1,2.3,19
1,Gurgaon,77.1087266,28.481264,Finger Food,4500,Indian Rupees(Rs.),Yes,No,4,3.6,218
1,New Delhi,77.2402908,28.6464711,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,1,3.4,45
1,New Delhi,77.21763119,28.58429443,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,1,3.1,35
1,New Delhi,77.2402908,28.6451272,North Indian,400,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.088508,28.494832,"Cafe, Bakery",600,Indian Rupees(Rs.),No,Yes,2,3.7,503
215,Manchester,-2.239385,53.494691,"American, Fast Food, Desserts, Steak",30,Pounds(?œ),No,No,2,3.3,14
1,New Delhi,77.2027704,28.7075633,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,77.2186451,28.6289072,Fast Food,200,Indian Rupees(Rs.),No,No,1,3.7,475
1,Noida,77.32187994,28.56772693,"Bakery, Desserts",700,Indian Rupees(Rs.),No,No,2,4.5,147
1,Gurgaon,77.0170336,28.4677392,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,2,3.5,148
1,New Delhi,77.2504814,28.527611,Fast Food,300,Indian Rupees(Rs.),No,Yes,1,2.9,7
1,Gurgaon,77.0933407,28.4877882,"North Indian, Continental",1200,Indian Rupees(Rs.),Yes,No,3,3.1,185
216,Rest of Hawaii,-156.693821,20.921347,"Hawaiian, Seafood, Steak",40,Dollar($),No,No,3,4.3,1056
1,New Delhi,77.1689671,28.6454168,Fast Food,400,Indian Rupees(Rs.),No,Yes,1,3.7,83
1,New Delhi,77.1802838,28.5645773,North Indian,350,Indian Rupees(Rs.),No,No,1,2.9,11
1,New Delhi,0,0,"North Indian, Fast Food, Bihari",800,Indian Rupees(Rs.),Yes,No,2,3.1,6
1,Ghaziabad,77.37023715,28.6339389,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,2,3.6,187
1,New Delhi,77.1407751,28.6556035,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,2,2.7,45
1,Faridabad,77.3211256,28.4334516,Fast Food,100,Indian Rupees(Rs.),No,No,1,3.1,9
1,New Delhi,77.1972261,28.5467864,"North Indian, Continental",1000,Indian Rupees(Rs.),No,No,3,2.9,15
1,New Delhi,77.2841775,28.6352991,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,1,2.8,8
1,Noida,77.3648332,28.5971027,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,3.1,147
1,Faridabad,77.3229299,28.395009,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.2,31
1,New Delhi,77.0816045,28.6295635,Finger Food,600,Indian Rupees(Rs.),No,No,2,3.5,40
1,New Delhi,77.1731083,28.6455589,Cafe,650,Indian Rupees(Rs.),No,No,2,3.2,44
1,Gurgaon,77.0553395,28.4598737,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,Indian Rupees(Rs.),No,Yes,2,3.8,99
1,Gurgaon,77.1000307,28.4286826,"North Indian, Bengali",800,Indian Rupees(Rs.),No,Yes,2,3.5,46
1,New Delhi,77.185331,28.56904,"Japanese, Thai, Sushi",4000,Indian Rupees(Rs.),Yes,No,4,3.9,290
1,New Delhi,77.1263595,28.7181329,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,1,3.4,95
1,Gurgaon,77.1002873,28.4778552,"Burmese, Chinese, Thai",800,Indian Rupees(Rs.),No,No,2,3.4,65
1,Faridabad,77.2978395,28.4622059,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,2,2.9,4
1,Gurgaon,77.0555919,28.4433453,Ice Cream,200,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.25327071,28.53634285,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,2.4,41
1,Noida,77.3441785,28.5970594,"Mithai, Street Food",150,Indian Rupees(Rs.),No,Yes,1,2.3,15
1,New Delhi,77.1915599,28.5842508,Chinese,800,Indian Rupees(Rs.),No,No,2,3.4,34
1,New Delhi,77.2290642,28.5745182,"Cafe, Healthy Food, Continental",800,Indian Rupees(Rs.),Yes,Yes,2,4.1,223
1,New Delhi,77.1466243,28.6567691,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,1,3.2,13
1,New Delhi,77.0700586,28.6521647,"North Indian, Chinese, Mughlai",400,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.101121,28.625011,"North Indian, Chinese",700,Indian Rupees(Rs.),Yes,Yes,2,3.3,23
1,New Delhi,77.2917756,28.689657,Street Food,200,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.3011218,28.6192793,Cafe,500,Indian Rupees(Rs.),No,Yes,2,3.9,254
1,New Delhi,77.178936,28.5928569,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,2.1,138
208,Ankara,32.8203,39.91069722,"Kebab, Turkish Pizza",100,Turkish Lira(TL),No,No,3,4.2,212
1,Gurgaon,77.0868894,28.4797958,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,2,3.6,315
1,New Delhi,77.1159313,28.697879,"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",550,Indian Rupees(Rs.),No,Yes,2,3.4,110
1,New Delhi,77.0971673,28.6349446,Ice Cream,150,Indian Rupees(Rs.),No,No,1,3.3,10
1,New Delhi,77.23999545,28.57443534,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,2,3.7,270
1,New Delhi,77.214375,28.507952,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,2,0,0
1,New Delhi,77.28167631,28.56679379,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,1,0,1
216,Lakeview,-120.3458,42.1885,"Burger, Desserts, Sandwich",10,Dollar($),No,No,1,3.6,41
1,New Delhi,77.1141938,28.6258347,"Bakery, Fast Food",450,Indian Rupees(Rs.),No,No,1,3.1,7
1,New Delhi,77.27047574,28.56164062,"Chinese, Seafood, Asian",1800,Indian Rupees(Rs.),Yes,Yes,3,4.2,391
1,Noida,77.3282646,28.57438086,Fast Food,400,Indian Rupees(Rs.),No,No,1,3,5
1,Noida,77.3178507,28.5920932,South Indian,150,Indian Rupees(Rs.),No,No,1,3.1,7
1,New Delhi,77.1746349,28.6439586,North Indian,250,Indian Rupees(Rs.),No,Yes,1,3.4,21
1,Goa,73.75573611,15.54441944,"North Indian, Continental, Goan",1300,Indian Rupees(Rs.),No,No,4,4.3,918
1,New Delhi,77.1622219,28.5921535,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,2,3.2,10
1,New Delhi,77.2435687,28.5468097,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,3.7,227
1,New Delhi,0,0,North Indian,500,Indian Rupees(Rs.),No,No,2,0,0
